id,dialect,description,description_dialect,question1,question2,question3,question4,question5,answer1,answer2,answer3,answer4,answer5,no_answer1,no_answer2,no_answer3,no_answer4,no_answer5
1e2b29ba156a5c008fb3c15339d1d008,Egyptian,صورة لقطة بلدية لونها أبيض مع أسود. القطة نائمة وأقدامها وأيديها ملتفة بشكل قوسي. القطة مستلقية على أرض حديقة مغطاة بنباتات خضراء وصفراء. القطة نائمة بجانب شجرة، بالقرب من جذع الشجرة. الصورة تم التقاطها في النهار والإضاءة ناتجة عن ضوء الشمس.,صورة لقطة بلدي لونها أبيض في أسود. القطة نايمةوإيديها ورجليها قافلاهم زي القوس. القطة على أرض جنينة عليها زرع أخضر في أصفر. القطة نايمة جنب شجرة وجذع شجرة. الصورة بالنهار والإضاءة من نور الشمس. ,دي قطة كبيرة واللا قطة صغيرة؟,"القطة شكلها هزيل ولا صحتها حلوة؟
",الزرع اللي في الجنينة نجيلة واللا حاجة تانية؟,الجذع اللي جنب الشجرة دا عبارة عن شجرة مقطوعة؟,الصورة شكلها في جنينة ولا ديه الشجرة ديه في الشارع؟,قطة كبيرة بمعنى أنها مش لسه مولودة,القطة شكلها صحتها حلوة كويسة,الزرع اللي في الجنينة شكله نجيلة وعشب, لا، ومش باين هو ايه, الصورة قريبة جدا من جذع الشجرة والقطة مش باين باقي تفاصيل المكان,False,False,False,True,True
5d056f80122f7c53b5235d5a2d1e7e94,Egyptian,"يظهر في الصورة الجزء السفلي لأحد أهرامات الجيزة الثلاثة، وفي الجانب الأيمن تقف أربع حافلات تبدو بالغة القدم، وأمام الهرم ثمة كثير من الأحصنة والجمال في مشهد عشوائي ومزعج للعين، ويوجد كثير من الرجال الذين يرتدون جلابيب واقفين بالقرب من الحيوانات، ومن الواضح أنهم مربوها، وقد وضعوا عليها سروجًا مزينة بأقمشة حمراء تدلى منها لجذب السياح، وثمة أرقام في أسفل الجانب الأيمن، وهي ""88 7 13""، ويبدو أنها تاريخ التقاط الصورة.","الصورة للجزء اللي تحت لواحد من أهرامات الجيزة التلاتة، وعلى اليمين في أربع أتوبيسات شكلهم قديم جدا، وقدام الهرم في حصنة كتير جدا وجمال موجودة بشكل عشوائي ومزعج للعين، وفي رجالة كتير لابسين جلاليب واقفين جنب الحيوانات وواضح انهم صحابها، وملبسينها سروج متزينة بقماش أحمر مدلدل عشان تجذب السياح، ومكتوب أرقام شكلها تاريخ تصوير الصورة ""88 7 13""  تحت على اليمين.",الصورة متصورة بالنهار ولا بالليل؟,الأتوبيسات القديمة ألونها ايه ؟,في حوالي كام جمل وحصان في الصورة؟,الرجالة اللي لابسين جلاليب تعابير وشهم ايه في الصورة؟,الأتوبيسات القديمة مش مكتوب عليها أي حاجة؟,الصورة متصورة بالنهار مش بليل.,في اتوبيسين لونهم من فوق أبيض ومن تحت عند العجل خط أزرق فوقيه خطين حمر، واتوبيس أبيض بخطين حمر بس، واتوبيس تركواز أو أزرق قريب من الجراي فيه خطوط حمرا.,ممكن حوالي 5 جمال و20 حصان أو حمار., مفيش حد تعبير وشه ظاهر في الصورة.,اه الاتوبيسات مش مكتوب عليها أي حاجة.,False,False,False,True,False
5dfb99d1dbb939a0feefec0a435b0f70,Egyptian,صورة ليدَي رجل بائع يقوم بتقديم الطعام من طبق كبير معدني موضوع داخل شئ حديدي كبير إلى طبق صغير جداً. يبدو أن هناك لافتة معلقة على الحديد تحمل اسماً أو سعراً، لكنها غير واضحة. يقف وراء الرجل بائع آخر غير واضح ملامحه، ويبدو أن المكان عبارة عن متجر في سوق أو عربة في شارع مزدحم بالسوق.,صورة لايدين راجل بياع بيغرف من طبق كبير معدني محطوط في حاجة حديد كبيرة جاندوفلي في طبق صغير أوي. واضح أن الحديد متعلق عليه يافطة عليها اسم او سعر لكن مش واضحة. الراجل وراه راجل تاني مش باين وشكلهم في محل في سوق أو في الشارع في السوق.,إيدين الراجل تدى شكل أنه كبير فى السن ولا صغير ولونها إيه ؟,باين في الصورة الراجل لابس إيه ؟,الصورة متصورة بالليل ولا بالنهار ؟,شكل اليافطة إلى مكتوب عليها إيه ؟,الطبق الصغير ده طبق فوم ولا معدن ؟,ايدين لراجل في متوسط العمر أربعينات يعني، ولونها قمحي مسمر,باين في الصورة إن الراجل لابس حاجة بكم بيضا، لكن مش باين إذا كان قميص ولا جلابية, الصورة جوا محل متنورة بنور المحل ومش باين الوقت من اليوم,اليافطة خشب لونها أحمر وأطرافها صفرا والكتابة عليها بيضا,الطبق الصغير دا ميلامين لونه سيمون,False,False,True,False,False
5b892794da0fa2acfec1f8739f276e1f,Egyptian,"صورة لجلسة رسمية في قاعة بقصر الاتحادية، حيث يجلس الرئيس السيسي مرتديًا بدلة كحلية، مبتسمًا على كرسي مذهب. على جانبيه توجد طاولتان مذهبتان مزودتان بالرخام، وفي الخلفية علم مصر الكبير، بينما معلق على الحائط خريطة كبيرة لمصر باللون البيج، مكتوب عليها ""خريطة القطر المصري"". إلى يسار الصورة يوجد نافذة كبيرة مزخرفة برسوم ملونة، يتسلل منها ضوء الشمس. أمام الرئيس يجلس رجل وامرأتان مرتدون ملابس رسمية على كراسي مذهبة أيضًا، وفوق الطاولات أمامهم نفس التصميم المذهب والرخامي. الأرض مغطاة بسجادة كبيرة باللون البيج مزخرفة بنقوش ملونة بالذهبي والأزرق.",صورة للقاء رسمي في قاعة في قصر الاتحادية في الأغلب. في الوش قاعد الرئيس السيسي لابس بدلة كحلي ومبتسم على كرسي مدهب وجنبه على الناحيتين ترابيزتين مدهبين عليهم رخام، ووراه علم مصر كبير وعلى الحيطة متعلق خريطة مصر كبيرة باللون البيج ومكتوب عليها خريطة القطر المصري. على شمال الصورة شباك كبير عليه رسومات ملونة وداخل منه نور الشمس. وقاعد قدامه راجل واتنين ستات لابسين رسمي قاعدين على كراسي مدهبة برضه وقدامهم ترابيزات نفس الشكل مدهب ورخام. الأرض عليها سجادة بيج كبيرة وعليها نقوشات ملونة دهبي في أزرق.,تعبيرات وش الراجل والاتنين ستات إيه   ؟,فى مصورين باينين فى الصورة ؟,المكان كله منور بلشمس ولا فى إضاءة فى المكان نفسه ؟,كان فى حاجات محطوطة على الطرابيزات ؟,كان فى أى تحف موجودة فى المكان ؟,الراجل مبتسم ابتسامة خفيفة والاتنين ستات باصين بتركيز,لا مفيش أي مصورين باينين في الصورة, مش واضح أي لمض أو مصدر إضاءة تاني غير الشباك الإزاز لكن مش هو اللي منور القاعة كلها,محطوط حاجات زي أطباق فضة ليها غطيان وجنبها علب خشب لونها بني للمناديل,مفيش غير حاجة رخام طويلة لونها أخضر وعليها نقوش دهبي,False,False,True,False,False
cc338b8541edb8a88d858ed668bcecf5,Egyptian,صورة لطريق أسفلتي خالٍ، يتواجد فيه سيارة واحدة فقط. الطريق مقسوم إلى قسمين؛ الجزء الأيسر يطل على نهر النيل، ويوجد فوقه جسر، بينما الجزء الأيمن يؤدي إلى داخل المدينة. على اليمين، توجد عمارات مبنية من الطوب الأحمر، بعضها مطلي باللون الأبيض، بالإضافة إلى أشجار النخيل. الرصيف لونه أسود مع خطوط صفراء. أمام النيل، يوجد سور حديدي أسود، وخلفه دكك خشبية بيضاء. كما توجد مجموعة من الأشخاص واقفين على الرصيف أمام النيل.,صورة لطريق أسفلت فاضي فيه عربية واحدة بس. الطريق مقسوم اتنين النص الشمال على النيل وفوقيه كبري. والنص اليمين طريق بيدخل لجوا المدينة. على اليمين في عمارات على الطوب الأحمر وفي منها لونه أبيض. وفي نخل. الرصيف لونه أسود في في أصفر. قدام النيل في سور حديد أسود ووراه دكك خشب بيضا. في ناس واقفة على الرصيف قدام النيل.,العربية دي ايه اللي ظاهر منها بالظبط؟,العربية اللي في الصورة نوعها ايه؟,هل في أي يفط ظاهرة في الصورة لمحلات أو في الشارع عموما؟,السور الحديد دا مفرغ ولا حتة واحدة؟,الطريق شكله نضيف ومرصوف وخطوطه واضحة ولا ايه؟,العربية ظاهر معظمها من وشها ماعدا جزء من الجنب الشمال, مش باين نوعها لأنها بعيدة ومهزوزة,لا مفيش أي يفط ظاهرة في الصورة,السور الحديد مفرغ ومدرج ومش حتة واحدة,اه الطريق نضيف ومرصوف وخطوطه واضحة,False,True,False,False,False
8f90a145bea7028a0e7227598cab0ddb,Egyptian,"الصورة لشاب أسمر وشعره أسود يرتدي قميص أبيض، ومتجه بجسده ونظراته الشاردة ناحية يمين الصورة. الشاب هذا ملامح وجهه توحي أنه مصري.
أما الخلفية فيظهر فيها سطح النيل الهادئ، وفي منتصف النيل 2 من المراكب الشراعية ومركب صغير وبعض السفن. وعلى شاطئ النيل من الناحية الأخرى تظهر بعض الأشجار ومئذنة جامع، والسماء أيضا واضحة وتشغل مساحة كبيرة من الصورة.","الصورة لشاب أسمر وشعره أسود لابس تيشيرت أبيض، ومتجه بجسمه ونظراته السرحانة ناحية يمين الصورة. الشاب ده ملامح وشه بتقول إنه مصري.
أما الخلفية فبيظهر فيها سطح النيل الرايق، وفي نص النيل 2 من المراكب الشراعية وفلوكة وبعض السفن. وعلى شط النيل من الناحية التانية بتظهر بعض الأشجار ومدنة جامع، والسما كمان واضحة وآخدة مساحة كبيرة من الصورة.",هل الشاب الاسمر قريب اوي من الصورة باين بنص جسمه بس؟,متوسط عمر الشاب ده اد ايه تقريبا؟,الصورة كانت بالنهار ولا بالليل؟,مدنة الجامع من المأذن العالية او الاثرية؟,مفيش اي مباني ظاهرة في الصورة ؟,الشاب الأسمر قريب أوي من الصورة باين لحد كتافه بس,متوسط عمر الشاب تقريبا في العشرينات,الصورة كانت بالنهار لكن السما لونها أبيض مايل للرمادي, المدنة بعيدة جدا والتفاصيل مش واضحة,في مباني بعيدة جدا في خلفية الصورة مش ظاهر تفاصيلها,False,False,False,True,False
83d266afea58197d7b305575086c0276,Egyptian,"امرأة في الأربعينيات من عمرها، شعرها فاتح قليلاً، تقف على منصة صغيرة مربعة من الخشب البني. أمامها ميكروفونات وزجاجة مياه ولوحة مكتوب عليها ""ويكيمانيا 2088"" بالإضافة إلى بعض الكلمات الأخرى وشعار باللون الأزرق على خلفية برتقالية. المنصة موضوعة على أرضية مفروشة بغطاء من اللون الأحمر الشمواه. على اليسار يوجد زرع صناعي، وعلى اليمين رجل واقف ممسكاً بورقة بيضاء، وفي الخلف جدار يحمل نفس اللوحة التي أمام المرأة. بجانب الرجل يوجد سلم يؤدي إلى المنصة التي يقف عليها.",صورت لست أربعينية شعرها فاتح شوية واقفة على حاجة زي منصة صغيرة مربعة خشب بني وقدامها ميكروفونات وإزازة مياه ولوحة مكتوب عليها ويكيمانيا 2088  وكلام تاني ولوجو أزرق في أورانج. المنصة دي على أرضية مفروشة حاجة لونها أحمر شمواه كدا. على الشمال في زرع صناعي وعلى اليمين في راجل واقف ماسك ورقة بيضا ووراه حيطة محطوط عليها نفس اللوحة الأولى. جنب الراجل في سلم اللي بيطلع للمنصة اللي هو واقف عليها.,الصورة متصورة بالليل ولا بالنهار؟,اللوجو ده مكتوب عليه حاجة ؟,فى حد ظاهر بيصور الموقف ده ؟,الراجل إلى ماسك ورقة بيضة مواصفاته إيه ؟,تعبيرات وش الست الى على المنصة إيه ؟, الصورة متصورة في مكان مقفول مش باين فيه الشمس ولا الوقت في اليوم,اللوجو مكتوب عليه ويكيمانيا 2008 بالعربي وبالانجليزي,لا مفيش حد ظاهر بيصور الموقف دا,راجل في التلاتينات تقريبا وأبيض ولابس قميص رمادي نص كم وبنطلون أسود ومبتسم وشعره أسود,الست على المنصة مبتسمة أوي وبتشاور لحد وشكلها سعيد ومتحمس,True,False,False,False,False
18ccc19b004e5cfef89e42b1a2180db5,Egyptian,الصورة خلال النهار والسما صافية، لكن الشمس ليست قوية جداً، وقد تكون الصورة بعد العصر. يظهر في الصورة مجموعة من الشباب، من بنات وأولاد، متواجدين بشكل عشوائي على الشاطئ. أغلب البنات يرتدين قمصان بدون ازرار بيضاء وبناطيل سوداء أو بناطيل جينز، بينما الأولاد يرتدون بناطيل سوداء وقمصان بدون ازرار بيضاء وطرح حمراء، ويقومون برفع علم مصر. في مقدمة الصورة، يظهر مجموعة من الشباب والبنات جالسين على الرمل، وأول بنت منهم تمسك بالعلم. خلفهم، هناك شباب وبنات واقفون ومعهم علم كبير، وأغلبهم يرفعون أيديهم للأعلى. كما يظهر عمودان إنارة لونهما أسود في وسط الشباب. على الجانب الأيسر، يظهر جزء من مياه الشاطئ.,الصورة بالنهار والسما صافية بس الشمس مش قوية أوى ممكن تكون الصورة بعد العصر . الصورة لمجموعة من الشباب بنات وأولاد متواجدين بشكل عشوائى على شاطئ . أغلب البنات لابسين تيشرتات بيضة وبناطيل سودا أو بناطيل جينز والولاد لابسين بناطيل سودا وتيشرتات بيضة وطرح حمرا ورافعين علم مصر . فى أول الصوره ظاهر مجموعة من الشباب والبنات  قاعدين على الرمل وأول بنت منهم ماسكه العلم ووراهم شباب وبنات واقفين ومعاهم علم كبير  وأغلبهم رافع إيديه لفوق ومعاهم . ظاهرين عمودين نور لونهم إسود فى وسط الشباب . على الشمال باين جزء من ماية الشاطئ,مياة البحر صافية وزرقاء ولا ايه؟,عدد الأشخاص اللي في الصورة حوالي اد ايه؟,الرمل بتاع البحر دا نضيف ولا لا؟,تعابير وش أغلب الناس اللي في الصورة عاملة ازاي؟,الشباب دي لبسها رياضي وشكلهم محترفين ولا ايه؟, مش باين من البحر غير الجزء الأبيض اللي بيكون على الرمل,عدد الأشخاص في الصورة كتير حوالي 100 شخص,اه الرمل بتاع البحر نضيف,الناس اللي واقفة تتصور مبسوطة وبتضحك، انما اللي في الخلفية مش واضحين,لا الشباب لبسها مش رياضي عشان لابسين بنطلونات جينز,True,False,False,False,False
70b4fb12ff8df12d9f61e2495a1cc53c,Egyptian,إمرأة بدوية تحمل طفلاً رضيعاً، ملفوف في قماشة زاهية الألوان عليها زخرف تراثي، وحوله غطاءٌ من الصوف، ينظر للبعيد محاطاً بذراع أمه، التي لايبدو منها في الصورة على اليسار إلا نصف وجهه الأيمن وكتف وذراع.,ست بدوية شايلة نونو صغير، الطفل ملفوف في قماشة عليها زخارف تراثية وألوانها زاهية، وملفوف حواليه بطانية، عينيه باصة لبعيد، وأمه محاوطاه بإيدها وباين منها بروفايل الوش والكتف والدراع على شمال الصورة.,الصورة متاخدة في مكان شكله ايه؟,ملامح وش الست دي عاملة ازاي؟,ايه المميز في الصورة يخلينا نقول ان الست بدوية؟,الست دي واقفة ولا قاعدة؟,الست اللي في الصورة لابسة ايه؟, الصورة قريبة جدا من وش الطفل وتفاصيل المكان مش باينة,مش باين غير شفايفها ومناخيرها، وهي لونها قمحي فاتح وشفايفها رفيعة ومناخيرها مش كبيرة ومش حاطة مكياج,شكل التطريز على القماش اللي ملفوف بيه الطفل الصغير بدوي, الصورة قريبة جدا من الطفل مش موضحة الست واقفة ولا قاعدة,لابسه حاجة رمادي بكم وطرحة سودا على حرفها تطريز بسيط,True,False,False,True,False
535598478c0afb741711532f4c143fae,Egyptian,الصورة تظهر قطة بلون نمري واقفة في الشارع، ومتواجدة بجانب الرصيف. القطة تدير وجهها إلى الجانب، ويبدو عليها الحزن. على اليمين منها لا يظهر شيء، لكنها واقفة على أرض مرصوفة. على يسار القطة يوجد الرصيف، وفوقه موضوع طوب دائري بني وطوب رصاصي دائري فوق بعضهما. وراء الطوب، يظهر رجل يرتدي بنطلون كحلي وجوارب بيضاء وحذاء من نوع كروكس. خلف القطة يوجد طوب رصاصي دائري موضوعة على طوب أحمر دائري، ووراء ذلك يوجد طوبتان دائريتان لونهما أحمر، ووراءهما سيارة بلون أخضر غامق. وخلف السيارة يظهر طريق مليء بسيارات ملاكي وحافلة ركاب سيرفيس ورجل يعبر الطريق، بالإضافة إلى أشجار. الصورة ملتقطة في النهار، لكن القطة موجودة في مكان مظلل.,الصورة لقط لونه تايجر واقف فى الشارع ومتصور جمب رصيف . القط مدور وشه على الجنب وشكله حزين جمبه على اليمين مش باين حاجه ولكن هو واقف على أرض مرصوفة وعلى شمال القط الرصيف وفوق الرصيف محطوط طوب مدور بنى وطوب رصاصة مدور فوق بعض وورا الطوب باين رجل راجل لابس بنطلون كحلى وشراب أبيض وكروكس . ورا القط طوب رصاصى مدور محطوط على طوب أحمر مدور وراه من  برده طوبتين مدور ولونه أحمر وووراه عربية أخضر غامق ووراها باين طريق فى عربيات ملاكى وسيرفيس وراجل بيعدى الطريق وأشجار . الصورة بالنهار ولكن القط متصور فى حتة ضل,القط شكله عجوز ولا صغير؟,في عماير ظاهرة في الصورة؟,هل باين في الصورة الطوب دا هيتعمل بيه ايه؟,الشارع دا عرضه كام حارة تقريبا؟,في أي يفط ظاهرة في الصورة؟,القط شكله صغير مش عجوز, الصورة من زاوية واطية أوي مش باين ايه المباني اللي ورا,لا مش باين في الصورة هيتعمل بيه ايه، باين أنه مرصوص بس,الشارع ظاهر أن عرضه حارتين تقريبا,لا مفيش يفط ظاهرة في الصورة,False,True,False,False,False
fa1635e850a8d82514f2159b46107164,Egyptian,صورة لطريق يقع في وسط الصحراء، تبدو قديمة بعض الشيء. الطريق يؤدي إلى مكان قد يكون مزاراً سياحياً، وعلى الجانب الأيسر توجد أعمدة إنارة. وعلى جانبي الطريق، تمتد الرمال والجبال. على اليمين، يوجد رجل يسير بجانب الطريق. الشمس ليست مشرقة.,صورة لطريق في وسط الصحرا. الصورة شكلها قديم شوية. الطريق بيودي لمكان ممكن يكون مزار سياحي، وعلى الشمال في عواميد نور. وعلى شمال ويمين الطريق رملة وجبال. في على اليمين راجل ماشي على جنب الطريق. الدنيا نهار لكن مش منورة أوي.,في اي شجر او نباتت صحراوية؟,المكان اللي هو مزار ده شكله عامل ازاي؟,الراجل اللي ماشي جنب الطريق لابس ايه؟,السما والشمس باينين في الصورة ؟,زاوية التصوير من جوه الطريق ولا من برة الطريق؟,لا مفيش أي شجر أو نباتات صحراوية, مفيش مكان ظاهر في الصورة غير حاجة صغيرة من دور واحد عليها ألوان علم مصر شبه الكماين اللي على الطريق,لابس بنطلون رمادي وقميص كاروهات أبيض في رمادي عليه فيزت كات لونه رمادي,السما ظاهرة في الصورة لكن لونها رمادي ومفيش شمس,زاوية التصوير من جوه الطريق,False,True,False,False,False
b313f670d6385f587a5203473e197131,Egyptian,الصورة تظهر قطعة رخام على الأرض لونها أسود، وعليها ملصق مكتوب عليها عبارات غير واضحة. فوقها معلق مفرش مزخرف، وقد تم التقاط الصورة من جانب المفرش. لون إطار المفرش ذهبي، يليه لون أحمر ثم بيج، ويتعلق فيه زوائد لونها ذهبي على أحمر. ,الصورة لرخامة على الأرض لونها إسود وعليها لوحة ملزوقة عليها مكتوب عليها عبارات باللغة مش واضحة و متعلق فوقها مفرش  مزخرش والصورة متاخدة من طرف المفرش .  لون المفرش إطار دهبى وبعده أحمر وبعده بيج ومتعلق فيه علقات لونها دهبى فى أحمر . ,المفرش متعلق على الحيطة فوق الرخامة؟,المفرش دا نسيج واللا بوليمر واللا حاجة تانية؟,إحنا في أنهي توقيت من اليوم تقريباً؟,العلاقات بتاعة المفرش تشبه العلاقات بتاعة الستاير؟,الأرض اللي تحت الرخامةلونها إيه؟, مش باين المفرش متعلق على ايه فوق الرخامة ممكن يكون ستاند بيتعرض عليه,المفرش دا نسيج ومطرز بالدهبي, الصورة في مكان مقفول والإضاءة من لمض فمش واضح التوقيت,اه العلاقات شبه اللي بتكون نازلة من الستاير القديمة,الأرض عبارة عن سيراميك رخامي لونه أبيض في رمادي في بيج,True,False,True,False,False
10c1a4fe3146b468d17810d550657561,Egyptian,صورة لمجموعة كبيرة من الرجال يرتدون ملابس مختلفة، لكن معظمهم يربطون على رؤوسهم شيئًا يشبه الشال الأبيض. هؤلاء الأشخاص يتحركون في مكان مغطى من الأعلى ومن الجوانب بقماش أزرق مزخرف بنقوش حمراء تشبه تلك التي توجد على صوانات الشوارع. المكان يحتوي على ترابيزات خشبية وكراسي خشبية، مع شالات بيضاء تحمل شعار كوكاكولا. يبدو أن المكان هو مطعم. الفتحات في المكان تسمح بدخول ضوء الشمس.,صورة لمجموعة كبيرة من الرجالة لابسين حاجات مختلفة لكن معظمهم رابط على راسه حاجة زي شال أبيض. الناس دي بتتحرك في مكان متغطي من فوق والجناب بقماش أزرق في نقش أحمر زي بتاع صوانات الشارع. المكان في ترابيزات خشب وكراسي خشب عليها شلت بيضا عليها شعار كوكاولا. المكان شكله مطعم. الفتحات مبينة نور اشمس.,الرجالة اللي في الصورة أعمارهم أد إيه تقريباً؟,الرجالة اللي في الصورة لابسين هدوم تراثية؟,الطرابيزات دي عليها أطباق أكل؟,في زباين موجودين في المطعم؟,الناس لابسة لبس صيفي ولا شتوي ؟ ,الرجالة اللي في الصورة أعمارهم فوق التلاتين,لا معظمهم لابسين هدوم عادية في واحد بس بجلابية, في رجالة كتير مش باين دا ايفنت ولا زباين,المطعم مليان رجالة ومش باين زباين ولا لا,الناس لابسين لبس صيفي وفي منهم لابس نص كم,False,False,True,False,False
41d69d16f46092bdb5c1b53b1f1c835e,Egyptian,صورة لبوابة أثرية تعود للعصور الإسلامية في أحد الأماكن بالقاهرة. النقوش على البوابة تشبه تلك الموجودة على القباب في المساجد. البوابة في حالة مهملة، حيث أن جزءًا من الجدار مكسر. خلف البوابة يوجد سلم يؤدي إلى شارع مكسَّر، مليء بالقمامة ويحتوي على بعض المحلات. الصورة التُقطت في النهار.,صورة لبوابة أثرية من العصور الإسلامية في مكان في القاهرة. البوابة نقوشتها شبه القبلة في الجوامع. البوابة شكلها مبهدل وجزء من الحيطة مكسر. ورا البوابة في سلم بيطلع على شارع مكسر وفيه زبالة وفيه محلات. الصورة بالنهار.,لون البوابة الأثرية ظاهر إيه فى الصورة؟, البوابة اللي في الصورة متصورة من جوه؟,المحلات إلى ظاهرة بتبيع إيه؟,فى أشخاص ظاهرين فى الصورة ؟,السلم إلى ظاهر مواصفاته إيه ؟,البوابة الأثرية ظاهر لونها أصفر في بيج, البوابة متصورة من قدامها وباين دا المدخل ولا المخرج,اليافطة اللي متعلقة للمحل مكتوب عليها أنها مكتبة,لا مفيش أي أشخاص في الصورة,سلم مستقيم ومستوي لونه بيج,False,True,False,False,False
a21065884e87055643af0c6e7db06e12,Egyptian,"بئر  حجري مربع الشكل، على جدرانه 3 فتحات ويعلوه على يسار الصورة آية قرآنية ونقوش كوفية. ويتوسط البئر عمود عليه مقياس مدرج، ويعلوه تاج روماني الطراز، والبئر هذا عبارة عن طبقة سفلى دائرية وفوقها طبقة مربعة أما الطبقة المربعة والأخيرة أكبر من التي قبلها. وفي البئر سلم يوصل إلى االطبقات الأعلى. 
  هذا المكان يُسمى"" مقياس النيل"" موجود بجزيرة الروضة- في حي المنيل بالقاهرة. وتم بناؤه في عهد الخليفة العباسي المتوكل سنة 247 هـ (861 م). ومقياس النيل كان يستخدم لقياس منسوب المياه والتنبؤ بالفيصانات؛ لكي يحددوا المحاصيل المناسبة للزراعة في كل توقيت وبالتالي يحددون الضرائب. ","بير  حجري مربع الشكل، على جدرانه 3 فتحات وعليه من فوق على شمال الصورة آية قرآنية ونقوش كوفية. وبيتوسط البير عمود عليه مقياس مدرج العمود، وعليه من فوق تاج روماني الطراز، والبير ده عبارة عن طبقة سفلى دائرية وفوقها طبقة مربعة أما الطبقة المربعة والأخيرة أكبر من اللي قبلها. وفي البير سلم بيوصل للطبقات الأعلى. 
المكان ده اسمه"" مقياس النيل"" موجود بجزيرة الروضة- في حي المنيل بالقاهرة. وتم بناؤه في عهد الخليفة العباسي المتوكل سنة 247 هـ (861 م). ومقياس النيل كان بيستخدم لقياس منسوب الميا والتنبؤ بالفيصانات؛ علشان يحددوا المحاصيل المناسبة للزراعة في كل توقيت وبالتالي يحددوا الضرايب. ",في أي يافطة أو حاجة بتقول اسم المكان؟,المكان مقفول ولا مفتوح ؟,مصدر الإضاءة في الصورة منين؟,الآية القرآنية منقوشة ولا متعلقة؟,ايه لون العمود والتاج الروماني اللي فوق؟,لا مافيش أى يفطة تدل المكان ده إيه ولا أى يفطة عمتا ., مش باين إذا كان المكان مفتوح ولا مقفول لأن الصورة متصورة الجزء إلى تحت بس .,بالرغم أن مافيش لمبه ظاهرة فى الصورة إلا أن واضح ان مصدر الإضاءة الأساسى لمبه لأن اللون مصفر أوى وبرده فى  أشعة شمس على خفيف وده باين من إنعكاس الضوء على بعض أجزاء من الجدران .,الأية القرأنية منقوشة على وزرة الجدار. ,لون العامود والتاج الرومانى إلى فوق بيج حجرى .,False,True,False,False,False
69e8126584b61706cfb97e602b7a6505,Egyptian,تمثال للأديب نجيب محفوظ في ميدان بمحافظة الجيزة. التمثال لونه أسود، ويجسد نجيب محفوظ واقفاً مرتديًا بدلة ونظارات، ممسكًا بعصا. التمثال مغطى ببعض الغبار. الخلفية تحتوي على لوحة إعلانات يظهر عليها وجه شاب، وهناك عمارة طويلة تحمل لوحة إعلانات على سطحها. الصورة ملتقطة في النهار، والسماء لونها أزرق.,تمثال للأديب نجيب محفوظ في ميدان في محافظة الجيزة. التمثال لونه أسود ومجسد نجيب محفوظ واقف ولابس بدلة ونضارة وماسك عصايا. التمثال مترب شوية. الخلفية فيها لوحة إعلانات عليها وش شاب، وفي عمارة طويلة على سقفها لوحة إعلانات. الصورة بالنهار والسما لونها أزرق.,فيه حوالين التمثال مظلة أو مقاعد للاستراحة؟,العمارة اللي ورا شكلها قديم ولا جديد ؟ ,فيه عربيات ظاهرة في الميدان؟,فيه عماويد كهربا ظاهرة في الصورة؟,فيه أشخاص باينين في الصورة؟, الصورة متصورة من تحت وباين الجزء اللي فوق بس ومش باين الأرض,العمارة اللي ورا شكلها قديم, الأرض والطرق مش باينة في الصورة,اه في عامود كهربا ورا التمثال,لا مفيش أي أشخاص باينين في الصورة,True,False,True,False,False
866a576ba7f03526780f446c7d4ff9bc,Egyptian,"صورة لفتاة في العشرين من عمرها، محجبة، واقفة في مؤتمر تتحدث أمامها ميكروفونين. أمام الفتاة مجموعة من الدوسيهات بألوان الأزرق والأسود والأبيض والأحمر والأخضر. إلى يمينها توجد شاشة تعرض محتوى غير واضح، حيث يظهر منها فقط جملة ""المؤتمر الثاني 27 فبراير 2013"". وفي الخلفية، توجد جدار خشبي باللون الأصفر.",صورة لبنت في العشرين محجبة واقفة في مؤتمر بتتكلم قدامها ميكروفينين. البنت قدامها دوسيهات كتير ألوانها أزرق وأسود وأبيض وأحمر وأخضر. جنبها على اليمين شاشة بتعرض حاجة ومش ظاهر كل الكلام اللي عليها غير جملة المؤتمر الثاني 27 فبراير 2013. وراها حيطة خشب لونها أصفر.,غير الشاشة، هل فيه بانر محطوط على الحيطة عليه عنوان المؤتمر؟,هل فيه على المنصة كراسي عريضة وميكروفونات من بتاعت الجلسات الحوارية؟,هل ظاهر في الصورة مصورين تبع الإعلام؟,الميكروفونات اللي قدام البنت ميكروفونات عادية ولا مكتوب عليها أسماء قنوات فضائية؟,فيه حد من الجماهير باين في الصورة؟,لا مفيش بانر ظاهر في الصورة على الحيطة,في على المنصة ميكروفونات الناس تتكلم وتخطب فيها، وفي ضهر كراسي باين, الصورة مش مطلعة أي حد غير اللي واقفة على المنصة بتتكلم,لا الميكروفونات قدام البنت العادية السودا,لا مفيش أي حد باين في الصورة غير البنت,False,False,True,False,False
