task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time
3,q8,..\Datasets\TurtleBench\Tasks\3\image\3.png,"creates the given shape + its diagonals.

Constraint - Use these variables strictly:
square_side=200","from math import sqrt
t.setheading(0)
for i in range(4):
  t.forward(square_side)
  t.right(90)
t.right(45)
t.forward(square_side * sqrt(2))
t.right(135)
t.forward(square_side)
t.right(135)
t.forward(square_side * sqrt(2)) 
","square_side = 200

# Draw the square
for _ in range(4):
    t.forward(square_side)
    t.right(90)

# Draw the diagonals
t.goto(square_side, 0)
t.goto(0, square_side)
t.goto(0, 0)
t.goto(square_side, square_side)",1.58
3,q6,..\Datasets\TurtleBench\Tasks\3\image\3.png,"creates the given shape + its diagonals and removes the sides on the left and right.

Constraint - Use these variables strictly:
square_side=200","from math import sqrt
t.setheading(0)
for i in range(4):
  if i % 2 == 1:
    t.penup()
  else:
    t.down()
  t.forward(square_side)
  t.right(90)
t.pendown()
t.right(45)
t.forward(square_side * sqrt(2))
t.right(135)
t.forward(square_side)
t.right(135)
t.forward(square_side * sqrt(2))
","square_side = 200

# Draw the top side
t.penup()
t.goto(-square_side / 2, square_side / 2)
t.pendown()
t.goto(square_side / 2, square_side / 2)

# Draw the diagonals
t.goto(-square_side / 2, -square_side / 2)
t.goto(square_side / 2, square_side / 2)

t.goto(square_side / 2, square_side / 2)
t.goto(-square_side / 2, square_side / 2)

t.goto(-square_side / 2, -square_side / 2)
t.goto(square_side / 2, -square_side / 2)

# Draw the bottom side
t.goto(square_side / 2, -square_side / 2)",2.41
3,q7,..\Datasets\TurtleBench\Tasks\3\image\3.png,"creates the given shape without its sides on the left and right.

Constraint - Use these variables strictly:
square_side=200","for i in range(4):
  if i % 2 == 1:
    t.penup()
  else:
    t.down()
  t.forward(square_side)
  t.right(90)
","square_side = 200

t.penup()
t.goto(-square_side / 2, square_side / 2)
t.pendown()

t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)",1.44
3,q5,..\Datasets\TurtleBench\Tasks\3\image\3.png,"recreates the same shape rotated by 45 degrees.

Constraint - Use these variables strictly:
square_side=200","t.setheading(45)
for i in range(4):
  t.forward(square_side)
  t.right(90)
","square_side = 200

for _ in range(4):
    t.forward(square_side)
    t.right(90)

t.right(45)

for _ in range(4):
    t.forward(square_side)
    t.right(90)",1.85
3,q4,..\Datasets\TurtleBench\Tasks\3\image\3.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=200","t.setheading(0)
for i in range(4):
  t.forward(square_side)
  t.right(90)
","square_side = 200

for _ in range(4):
    t.forward(square_side)
    t.right(90)",1.82
3,q1,..\Datasets\TurtleBench\Tasks\3\image\3.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=200","t.setheading(0)
for i in range(4):
  t.forward(square_side)
  t.right(90)
","square_side = 200

for _ in range(4):
    t.forward(square_side)
    t.right(90)",1.37
3,q3,..\Datasets\TurtleBench\Tasks\3\image\3.png,"removes the bottom side of the shape.

Constraint - Use these variables strictly:
square_side=200","t.setheading(90)
for i in range(3):
  t.forward(square_side)
  t.right(90)
","square_side = 200

t.penup()
t.goto(-square_side / 2, -square_side / 2)
t.pendown()

for _ in range(3):
    t.forward(square_side)
    t.left(90)

t.forward(square_side)  # Draw the top side
t.hideturtle()",1.91
3,q2,..\Datasets\TurtleBench\Tasks\3\image\3.png,"removes the bottom side of the shape and substitutes it with a semicircle its diameter equals a side of the square and its curved edge is at the top.

Constraint - Use these variables strictly:
square_side=200","t.setheading(90)
for i in range(3):
  t.forward(square_side)
  t.right(90)
t.right(90)
t.circle(square_side / 2, 180)
","square_side = 200

# Draw the square without the bottom side
for _ in range(3):
    t.forward(square_side)
    t.left(90)

# Move to the starting position for the semicircle
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(90)

# Draw the semicircle
t.circle(square_side / 2, 180)",1.98
4,q5,..\Datasets\TurtleBench\Tasks\4\image\4.png,"removes the sides of the pentagon and only draws its diagonals.

Constraint - Use these variables strictly:
pentagon_side = 200","t.setheading(72)
for i in range(5):
  t.forward(2 * pentagon_side * cos(pi / 5))
  t.right(180 - 36)
","pentagon_side = 200
import math

# Calculate the angles and the coordinates of the pentagon vertices
angles = [i * (360 / 5) for i in range(5)]
vertices = [(pentagon_side * math.cos(math.radians(angle)), pentagon_side * math.sin(math.radians(angle))) for angle in angles]

# Draw the diagonals
for i in range(5):
    for j in range(i + 2, 5 + i - 1):
        t.penup()
        t.goto(vertices[i])
        t.pendown()
        t.goto(vertices[j % 5])",2.23
4,q4,..\Datasets\TurtleBench\Tasks\4\image\4.png,"creates the given shape without the two sides at the top.

Constraint - Use these variables strictly:
pentagon_side = 200","t.setheading(36)
for i in range(5):
  t.forward(pentagon_side)
  t.right(72)
t.right(36)
for i in range(5):
  t.forward(2 * pentagon_side * cos(pi / 5))
  t.right(180 - 36)
","pentagon_side = 200
angle = 360 / 5

t.penup()
t.goto(-pentagon_side / 2, -pentagon_side / 2)
t.pendown()

for i in range(5):
    t.forward(pentagon_side)
    t.left(angle)

t.penup()
t.goto(-pentagon_side / 2, -pentagon_side / 2)
t.pendown()

t.forward(pentagon_side)
t.left(180 - angle)
t.forward(pentagon_side)
t.left(180 - angle)
t.forward(pentagon_side)",3.58
4,q1,..\Datasets\TurtleBench\Tasks\4\image\4.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
pentagon_side = 200","t.setheading(36)
for i in range(5):
  t.forward(pentagon_side)
  t.right(72)
","pentagon_side = 200

for _ in range(5):
    t.forward(pentagon_side)
    t.right(72)",1.67
4,q3,..\Datasets\TurtleBench\Tasks\4\image\4.png,"creates the given shape without the two sides at the top.

Constraint - Use these variables strictly:
pentagon_side = 200","t.setheading(36)
t.penup()
for i in range(5):
  if i == 2:
    t.pendown()
  t.forward(pentagon_side)
  t.right(72)
","pentagon_side = 200
angle = 360 / 5

t.penup()
t.goto(-pentagon_side / 2, -pentagon_side / 2)
t.pendown()

for i in range(3):
    t.forward(pentagon_side)
    t.left(angle)

t.forward(pentagon_side)",1.59
4,q2,..\Datasets\TurtleBench\Tasks\4\image\4.png,"recreates the same shape upside down.

Constraint - Use these variables strictly:
pentagon_side = 200","t.setheading(0)
for i in range(5):
  t.forward(pentagon_side)
  t.right(72)
","pentagon_side = 200

for _ in range(5):
    t.forward(pentagon_side)
    t.right(72)

t.right(180)

for _ in range(5):
    t.forward(pentagon_side)
    t.right(72)",5.68
5,q1,..\Datasets\TurtleBench\Tasks\5\image\5.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
small_triangle_side = 50
large_triangle_side = 100","def draw_polygon(sides, length):
  t.left(60)
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
  t.right(60)
t.right(60)
for i in range(3):
  draw_polygon(3, small_triangle_side)
  t.right(120)
  t.forward(large_triangle_side)
","small_triangle_side = 50
large_triangle_side = 100

def draw_triangle(side_length):
    for _ in range(3):
        t.forward(side_length)
        t.left(120)

# Draw the large triangle
draw_triangle(large_triangle_side)

# Position for the small triangles
t.penup()
t.goto(-small_triangle_side / 2, -large_triangle_side / 2)
t.pendown()
t.setheading(0)

# Draw the bottom left small triangle
draw_triangle(small_triangle_side)

# Position for the bottom right small triangle
t.penup()
t.goto(small_triangle_side / 2, -large_triangle_side / 2)
t.pendown()
t.setheading(0)

# Draw the bottom right small triangle
draw_triangle(small_triangle_side)

# Position for the top small triangle
t.penup()
t.goto(0, large_triangle_side / 2)
t.pendown()
t.setheading(0)

# Draw the top small triangle
draw_triangle(small_triangle_side)",4.85
5,q3,..\Datasets\TurtleBench\Tasks\5\image\5.png,"creates the same shape but with the larger triangle removed.

Constraint - Use these variables strictly:
small_triangle_side = 50
large_triangle_side = 100","t.setheading(180)
def draw_polygon(sides, length):
  t.left(60)
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
  t.right(60)
for i in range(3):
  draw_polygon(3, small_triangle_side)
  t.up()
  t.right(120)
  t.forward(large_triangle_side)
  t.down()
","small_triangle_side = 50
large_triangle_side = 100

# Draw the top small triangle
for _ in range(3):
    t.forward(small_triangle_side)
    t.left(120)

# Move to the position for the bottom left small triangle
t.penup()
t.goto(-large_triangle_side / 2, -small_triangle_side)
t.pendown()

# Draw the bottom left small triangle
for _ in range(3):
    t.forward(small_triangle_side)
    t.left(120)

# Move to the position for the bottom right small triangle
t.penup()
t.goto(large_triangle_side / 2, -small_triangle_side)
t.pendown()

# Draw the bottom right small triangle
for _ in range(3):
    t.forward(small_triangle_side)
    t.left(120)",2.56
5,q2,..\Datasets\TurtleBench\Tasks\5\image\5.png,"creates the given shape without the smaller triangles.

Constraint - Use these variables strictly:
small_triangle_side = 50
large_triangle_side = 100","def draw_polygon(sides, length):
  t.left(60)
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
  t.right(60)
draw_polygon(3, large_triangle_side)
","t.penup()
t.goto(-large_triangle_side / 2, -large_triangle_side * (3**0.5) / 6)
t.pendown()

# Draw large triangle
for _ in range(3):
    t.forward(large_triangle_side)
    t.left(120)

# Draw horizontal line
t.penup()
t.goto(-large_triangle_side / 2, -large_triangle_side * (3**0.5) / 6)
t.pendown()
t.goto(large_triangle_side / 2, -large_triangle_side * (3**0.5) / 6)

# Draw vertical line
t.penup()
t.goto(0, -large_triangle_side * (3**0.5) / 6)
t.pendown()
t.goto(0, large_triangle_side * (3**0.5) / 3)",5.11
6,q5,..\Datasets\TurtleBench\Tasks\6\image\6.png,"creates the given shape but with both triangles upside down.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(0)
draw_polygon(3, triangle_side)
t.right(120)
draw_polygon(3, triangle_side)
","triangle_side = 200

# Function to draw an upside-down triangle
def draw_upside_down_triangle():
    t.begin_fill()
    for _ in range(3):
        t.forward(triangle_side)
        t.right(120)
    t.end_fill()

# Draw the first upside-down triangle
t.fillcolor(""black"")
draw_upside_down_triangle()

# Move to the position for the second triangle
t.penup()
t.forward(triangle_side)
t.pendown()

# Draw the second upside-down triangle
draw_upside_down_triangle()",2.61
6,q4,..\Datasets\TurtleBench\Tasks\6\image\6.png,"creates the given shape but with the left triangle upside down while keeping its base fixed.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(60)
draw_polygon(3, triangle_side)
t.right(180)
draw_polygon(3, triangle_side)
","triangle_side = 200

# Draw the left upside-down triangle
t.penup()
t.goto(-triangle_side / 2, 0)
t.pendown()
t.goto(0, -triangle_side)
t.goto(triangle_side / 2, 0)
t.goto(-triangle_side / 2, 0)

# Draw the right triangle
t.penup()
t.goto(0, 0)
t.pendown()
t.goto(triangle_side / 2, triangle_side)
t.goto(triangle_side, 0)
t.goto(0, 0)",1.83
6,q1,..\Datasets\TurtleBench\Tasks\6\image\6.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
for i in range(2):
  draw_polygon(3, triangle_side)
  t.left(120)
","triangle_side = 200

for _ in range(2):
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.right(60)",1.87
6,q3,..\Datasets\TurtleBench\Tasks\6\image\6.png,"creates the given shape with one of the triangles removed.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(60)
draw_polygon(3, triangle_side)
","triangle_side = 200

for _ in range(2):
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(120)
    t.penup()
    t.forward(triangle_side)
    t.pendown()  
t.left(60)
t.penup()
t.forward(triangle_side)
t.pendown()
t.left(120)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
t.left(120)",3.07
6,q2,..\Datasets\TurtleBench\Tasks\6\image\6.png,"fills the gap between the triangles in the given shape with a new triangle by adding only a new line to the shape.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
for i in range(3):
  draw_polygon(3, triangle_side)
  t.left(60)
","triangle_side = 200

# Draw the first triangle
for _ in range(3):
    t.forward(triangle_side)
    t.left(120)

t.penup()
t.forward(triangle_side)
t.pendown()

# Draw the second triangle
for _ in range(3):
    t.forward(triangle_side)
    t.left(120)

# Draw the new triangle to fill the gap
t.penup()
t.goto(triangle_side / 2, 0)
t.pendown()
t.setheading(60)
for _ in range(3):
    t.forward(triangle_side)
    t.left(120)",2.95
7,q1,..\Datasets\TurtleBench\Tasks\7\image\7.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(-30)
draw_polygon(3, triangle_side)
t.right(60)
draw_polygon(4, triangle_side)
","triangle_side = 100

# Draw the rectangle
for _ in range(2):
    t.forward(triangle_side * 2)
    t.right(90)
    t.forward(triangle_side)
    t.right(90)

# Position for the triangle
t.forward(triangle_side)

# Draw the triangle
t.left(90)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * (2 ** 0.5))
t.right(90)
t.forward(triangle_side * (2 ** 0.5))
t.right(135)
t.forward(triangle_side)",1.86
7,q3,..\Datasets\TurtleBench\Tasks\7\image\7.png,"creates the same shape but with the triangle on top of the square, as its base lays over the top side of the square.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
draw_polygon(3, triangle_side)
t.right(60)
draw_polygon(4, triangle_side)
","triangle_side = 100

# Draw square
for _ in range(4):
    t.forward(triangle_side)
    t.right(90)

# Move to the top side of the square
t.penup()
t.goto(0, triangle_side)
t.pendown()

# Draw triangle
t.goto(triangle_side / 2, triangle_side + (triangle_side * (3**0.5) / 2))
t.goto(triangle_side, triangle_side)
t.goto(0, triangle_side)",2.1
7,q2,..\Datasets\TurtleBench\Tasks\7\image\7.png,"creates the same shape, with the triangle inside the square as the left side of the triangle lays over the left side of the square.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(-30)
draw_polygon(3, triangle_side)
t.left(30)
draw_polygon(4, triangle_side)
","triangle_side = 100

# Draw square
for _ in range(4):
    t.forward(triangle_side)
    t.right(90)

# Position for triangle
t.forward(triangle_side)
t.left(90)
t.forward(triangle_side)

# Draw triangle
t.goto(triangle_side, triangle_side)
t.goto(triangle_side, 0)
t.goto(triangle_side, triangle_side)",1.69
8,q1,..\Datasets\TurtleBench\Tasks\8\image\8.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(-30)
draw_polygon(3, triangle_side)
t.right(150)
draw_polygon(3, triangle_side)
t.forward(triangle_side)
t.left(90)
t.forward(triangle_side)
t.right(120)
draw_polygon(3, 100)
t.right(150)
draw_polygon(3, 100)
","triangle_side = 100

for _ in range(4):
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(60)
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(60)
    t.left(90)",2.12
