id,dialect,combined_questions,combined_ground_truth,combined_model_answers,run_time
fdd0dafb1e75decbc2f4291093ec4e49,Jordanian,"Q1: مبين كارمة اسم الشارع بالصورة؟
Q2: كم سيارة مبين في بالشارع؟
Q3: شو بتبيع المحلات الموجودة فالمكان؟
Q4: في ناس بمشو بالشارع ولا ما في حدا؟
Q5: كم برج في عند الدوار السابع؟","A1: لا مافي ارمات مبينة بالصورة
A2: فيه كتير سيارات بالشارع بتعدو ٢٠ سيارة و يمكن اكتر
A3: فيه ملحمة ومحل اواعي ومحل حلويات وسوبرماركت ومحل تسجيلات وكتير غيرو
A4: مو مبين بالصورة ناس بتمشي
A5: في برجين عند الدوار السادس مش الدوار السابع","A1: اسم الشارع مش واضح بالصورة
A2: في ثلاث سيارات مبينين بالشارع
A3: المحلات بتبيع أغراض متنوعة
A4: في ناس بمشو بالشارع
A5: في برجين عند الدوار السابع",2.54
134d470382da75afae10f2ea4d68fc12,Jordanian,"Q1: في اشي بدل انه المنطقة فالعقبة؟
Q2: في قوارب او دراجات مائية مبينة بالبحر؟
Q3: شو لابس المدرب الي بدربهم؟
Q4: في حدا قاعد عالشط ولا فاضي؟
Q5: شو لون الحجار الي مبينة بالصورة؟","A1: لا ما في بحر بالاردن غير هاد، في البحر الميت بس ميتو بتكون بيضا و عكرة.
A2: لا مو مبين بالصورة اي قوارب او دراجات مائية
A3: لابس نضارات سباحة على راسو والانبوب عجنب.
A4: للاسف الشط مو مبين في الصورة هاي
A5: الحجارة الي بالصورة لونها بني غامق","A1: ما في اشي بدل المنطقة بالعقبة
A2: لا، ما في قوارب او دراجات مائية مبينة بالبحر
A3: المدرب لابس سترة صفراء
A4: لا، ما في حدا قاعد عالشط
A5: لون الحجار بني ورمادي",3.8
40df04f07eca1bdec4c82eb565f8e663,Jordanian,"Q1: شو لون العواميد المصفوفة بالصورة؟
Q2: شو هي الاثار الثانية غير العواميد؟
Q3: شو كان لابس الي اخذ الصورة؟
Q4: الي اخذ الصورة مبين سائح ولا ابن بلد؟
Q5: في سياح فمنطقة الاثار ولا فاضية؟","A1: العواميد لونها اصفر رملي او برتقالي رملي.
A2: علىالغلب انها مباني انهدت من الزلازل وممكن عوامل تانية.
A3: للاسف مو مبين الشخص الي اخد الصورة.
A4: للاسف صعب نعرف لانو مو مبين الي اخد الصورة هاي
A5: لا مافي سياح او اي بني ادم مبين بالصورة","A1: بيج
A2: أطلال وصخور
A3: ما بقدر أقول
A4: ما بقدر أقول
A5: ما في سياح",4.09
28216e11758ec675c7e566bdec115dd8,Jordanian,"Q1: مبين في ناس بالسوق ولا فاضي؟
Q2: المحلات بالسوق فاتحة ولا مسكرة؟
Q3: شو اسماء المحلات الي بالصورة؟
Q4: كم طابق العمارة الي فوق المحلات؟
Q5: مبين في اسم الشارع بالصورة؟","A1: في ناس بس مو كتير عجقة اتوقع لانو الدنيا ليل.
A2: لا المحلات كلها فاتحة الي مبينة بالصورة.
A3: في محمص بسمان، و محل تاني مكتوب العبادي بالانجليزي ومحل تاني مكتوب عليه عادل الحلواني.
A4: الي مبين بالصورة طابقين بس، ما بعرف اذا فيه فوقيهم كمان طوابق.
A5: لا. مو مبين اي ارمات لاسماء شوارع.","A1: مبين في ناس بالسوق
A2: المحلات بالسوق فاتحة
A3: ما في أسماء محلات واضحة بالصورة
A4: العمارة فوق المحلات طابقين
A5: مبين في اسم الشارع بالصورة",2.72
fe9e16bcbc6ee7a38f3464077e49042b,Jordanian,"Q1: شو لون الصخور الموجودة فالصورة؟
Q2: مين الي بنى الخزنة الي بالبترا؟
Q3: كم شرطي واقف جنب سيارة الاسعاف؟
Q4: في احصنة وحمير وجمال للنقل فالمكان؟
Q5: في يافطات تعريفية مبينة بالصورة؟","A1: الصخور الي مبينة بالصورة لونها زهري وفي تتشات برتقالي.
A2: الي بنو الخزنة في البترا هم الانباط.
A3: في تلاتة مبينين، ويمكن في كمان متخبيين ورا السيارة.
A4: لا مافي اي احصنة او حمير او جمال بالصورة
A5: لا مافي اي يافطات او ارمات بالصورة.","A1: لون الصخور بيج
A2: الأنباط
A3: ما في شرطي جنب سيارة الإسعاف
A4: في جمال للنقل
A5: لا، ما في يافطات تعريفية",3.35
508d3d8c54eb7fd47d1f487ca2a2d827,Jordanian,"Q1: كيف شكل تصميم هاذ المسجد؟
Q2: شو لون المسجد من برا؟
Q3: في ناس عند المسجد ولا فاضي؟
Q4: الدنيا نهار ولا ليل فالصورة؟
Q5: كم مئذنة مبين لهاذ المسجد؟","A1: تصميم المسجد ممكن اعتبارو انو عصري.
A2: لون حيطان المسجد من برا حجر ابيض والقبة مدرجة بدرجات الازرق.
A3: لا ما في ناس بالصورة هاي.
A4: الدنيا كانت نهار لما اتاخدت هاي الصورة
A5: الي مبين بالصورة هاي مئذنة واحدة ومبين طرف من التانية.","A1: تصميم المسجد حديث وعصري، فيه قبة كبيرة وزخارف جميلة.
A2: لون المسجد من برا فاتح، فيه ألوان زرقاء وبيضاء.
A3: فيه ناس حواليه، مش فاضي.
A4: الدنيا نهار.
A5: في مئذنة وحدة مبينة.",4.24
723950649f6bf3eaf648ba5865eb296c,Jordanian,"Q1: الاداريين زلام بس ولا في نسوان معهم؟
Q2: في ناس غير الموظفين في الصورة؟
Q3: شو لون اليافطة القماش الي معلقة؟
Q4: شو لون مبنى ادارة الجامعة؟
Q5: في حواليهم شجر وزينة فالصورة؟","A1: لا الي مبين بالصورة زلام ونسوان.
A2: لا بس الموظفين الي بالصورة هاي.
A3: لونها ابيض ومكتوب عليها الترحيب بالاخضر والازرق والاحمر.
A4: حجر لونو ابيض على صفار والبوابة لونها ابيض.
A5: في شجرة زينة زغيرة جنب الباب بس","A1: في نسوان معهم
A2: لا
A3: لونها أبيض
A4: لون المبنى بيج
A5: نعم، في شجر وزينة",2.7
490a5b90527006154562eab46379455e,Jordanian,"Q1: في اي قارمة مكتوب عليها امانة عمان؟
Q2: قديه كان طول سارية علم الاردن؟
Q3: باي منطقة هاي البناية موجودة؟
Q4: شو لون السيارات الي صافيين قدام البناية؟
Q5: الشجر الي في الشارع مورد بالصورة؟","A1: لا فش قارمة مكتوب عليها امانة عمان.
A2: مش مبين طولها بس عالية.
A3: البناية موجودة فمنطقة المدينة الرياضية فعمان.
A4: مبين باص سكني وسيارة سودا.
A5: لا مش مورد بس اخضر.","A1: مكتوب عليها امانة عمان في القارمة الأمامية
A2: ما في معلومات عن طول سارية علم الاردن
A3: هاي البناية موجودة في منطقة عبدون
A4: لون السيارات الي صافيين قدام البناية أبيض ورمادي
A5: الشجر الي في الشارع مش مورد بالصورة",3.55
78c8299888f216a7eb71342829dac178,Jordanian,"Q1: شو اسمو المكان الاثري الي في الصورة؟
Q2: شو الي خلا الحجارة يكون لونها اسود هيك؟
Q3: السايح الي بصور معو كاميرا عادية ولا شغل محترفين؟
Q4: الزلمة الي على الباب سو كان ببيع اكسسوارات؟
Q5: قديه كان في شرطة واقفين عند الكشك؟","A1: مش مبين اسم المكان فالصورة.
A2: اعتقد هاي حجار بركانية وبفعل الزمن برضو.
A3: مبينة بالصورة كاميرا عادية الي مع السايح.
A4: مبين انه ببيع طواقي وصور.
A5: ما في شرطة واقفين عند الكشك.","A1: ما بعرف
A2: بسبب العوامل الطبيعية والتآكل
A3: كاميرا عادية
A4: لا
A5: ما في شرطة",2.2
255ca2820747fa88e08be77aa656b22b,Jordanian,"Q1: شو لون حجار المكان الاثري؟
Q2: شو انواع الشجر الي موجودة؟
Q4: وين هاي الاثار موجودة بالضبط؟
Q5: في اشي بميز هاي الآثار عن غيرها؟","A1: لون الحجارة في الصورة سكني صاير.
A2: صراحة ما عرفت الا شجرة النخيل.
A4: صراحة ما عرفت اميزها من الصورة.
A5: لونهم غريب مو زي باقي الاثار الي بالاردن.","A1: لون حجار المكان الاثري رمادي
A2: في شجر زيتون ونخيل
A4: هاي الاثار موجودة في الأردن
A5: الآثار هاي بتتميز بجمال الطبيعة المحيطة فيها",5.72
6696f0e08858e84ba0880624aafe4d33,Jordanian,"Q1: السيارات الي صافة على طرف الشارع موديلاتها قديمة ولا حديثة؟
Q2: المباني الحجرية مبين عليها انها مرممة جديد ولا لساتها محافظة على شكلها القديم؟
Q3: الشجرات الكبيرة الموجودة على الشارع من الجنبين كلها نخيل ولا في انواع ثانية؟
Q4: الحديقة الصغيرة الموجودة على اليسار فيها اي زهور وشجر غير شجر النخيل؟
Q5: في حركة للناس بالشارع ولا ما في حدا والشارع هادي؟","A1: السيارات الي صافة على طرف الشارع موديلاتها قديمة
A2: المباني مبينة قديمة ومحافظة على شكلها القديم اتوقع هاد الشارع يا موجود بوسط البلد او باللويبدة
A3: مبين انو في شجر نخيل وبرضو شكلو في شجر الصنوبر واتوقع في شجرة زيتون
A4: شكلو فيها شجر صغير وزرع غير شجر النخيل
A5: الشارع هادي ما في حدا","A1: موديلاتها قديمة
A2: لساتها محافظة على شكلها القديم
A3: في انواع ثانية
A4: ما في زهور وشجر غير شجر النخيل
A5: في حركة للناس بالشارع",2.87
cd92bdea303daeb153d4f7bac358ee5f,Jordanian,"Q1: ست البيت الي بتعمل المنسف لابسة لبس يومي ولا اللبس التقليدي الاردني؟
Q2: المنسف محطوط بسدر كبير الي بنحط فيه المنسف بالعادة ولا محطوط بصحون صغيرة؟
Q3: في ناس حوالين الست الي بتحضر المنسف زي اهلها او ضيوف؟ ولا موجودة هي لحالها؟
Q4: كمية المكسرات والبقدونس الي بتزين فيهم الست المنسف كثيرة وبتعبي العين ولا قليلة وبسيطة؟
Q5: في اشارة على انو المنسف بتجهز لمناسبة معينة او عيد ولا لغدا يومي عادي؟","A1: ست البيت الاردنية الي بتحضر المنسف لابسة لبس يومي مش تقليدي.
A2: المنسف محطوط بسدر كبير الي بنحط فيه المنسف بالعادة مش بصحون صغيرة.
A3: لا مش موجود حواليها حدا.
A4: مبين انو المكسرات والبقدونس الي بتزين الست فيهم سدر المنسف كثيرة وبتعبي العين.
A5: المنسف الي بتجهزو الست لغدا يوم عادي","A1: اللبس التقليدي الاردني
A2: محطوط بسدر كبير
A3: موجودة هي لحالها
A4: كثيرة وبتعبي العين
A5: لغدا يومي عادي",2.66
b69165dc9aeda2d1988cc36416812acd,Jordanian,"Q1: السيارتين الي صافين قدام المدخل، شكلهم قديم ولا موديلاتهم حديثة؟
Q2: السور المصنوع من الخشب مبين عليه اي علامات بتدل على انو قديم زي كسر او تآكل؟
Q3: في لوحات فنية او تصاميم معلقة على السور او حوالين المدخل بتبين او بتوحي انه المكان معرض فني؟
Q4: الشارع الي قدام دار الأندى موجود فيه حركة سيارات كثيرة ولا بتحس انو مكان هادي؟
Q5: في اي نشاط داخلي بالمعرض مثلا ناس داخلين او طالعين منه؟","A1: مبين انو السيارتين موديلاتهم مش قديمة وبنفس الوقت مش موديلات حديثة موديل سنتهم
A2: لا بالعكس مبين انو السور جديد
A3: لا ما في لوحات فنية لهيك مش مبين انه معرض فني
A4: مبين انو مكان هادي ما في حركة سيارات
A5: لا ما في أي نشاط","A1: موديلاتهم حديثة
A2: مبين عليه علامات تآكل
A3: لا
A4: موجود فيه حركة سيارات كثيرة
A5: لا",3.67
223ba2fa1c96b138efe0e0f801b97f6f,Jordanian,"Q1: المرا الي بتحضر المنسف قاعدة على الارض ولا على طاولة؟
Q2: في حدا يساعد المرا بتحضير المنسف ولا بتحضر فيه لحالها؟
Q3: اللبن الي موجود بالطنجرة مبين جميد كركي اصلي ابيض وثقيل ولا مغشوش وخفيف؟
Q4: الصينية الي بتحط فيها المرا اللحم فوق الرز كبيرة؟ يعني بتدل على انو الكمية محضرة لعدد كبير من الناس؟
Q5: في اي اشي حوالين المرا بدل على انو في مناسبة خاصة زي زينة او ديكور معين؟","A1: لا قاعدة على الارض ولا على طاولة واقفة عند الرخام
A2: لا ما حدا بساعدها هي بتعمل المنسف لحالها
A3: مش مبين بالصورة لا لون اللبن ولا نوعه
A4: اه السدر حجمو كبير مبين في عزومة او مناسبة
A5: لا ما في اي اشي بدل على انو في مناسبة","A1: على طاولة
A2: لحالها
A3: جميد كركي اصلي ابيض وثقيل
A4: ايه، كبيرة وبتدل على كمية كبيرة
A5: لا، ما في اشي حوالينها يدل على مناسبة خاصة",4.14
9198e0cdd23a47cff1bd54a747a18dd6,Jordanian,"Q1: خبز الشراك الي محطوط تحت الرز طحين ابيض ولا طحين قمح؟
Q2: اللحمة الموجودة على صدر المنسف قطعها كبيرة ولا صغيرة ولا وسط؟
Q3: المكسرات المحطوطة على صدر المنسف موزعة على كل الصدر وفوق قطع اللحمة ولا بس على جوانب الصدر؟
Q4: اللبن الجميد موزع على صدر المنسف فوق اللحمة والرز ولا محطوط بصحون جنب الصدر؟
Q5: فيه اي زينة او ديكور بدل على انو في مناسبة معينة او عزيمة؟","A1: مبين انو الخبز مصنوع بطحين قمح
A2: في قطع لحمة كبيرة وفي قطع صغيرة
A3: موزعة على كل السدر وفوق قطع اللحمة
A4: مش مبين بالصورة صحون لبن الجميد وسدر المنسف مش مبين انو محطوط عليه لبن جميد
A5: ما في اي اشي بدل على انو في مناسبة او عزومة","A1: طحين قمح
A2: قطعها كبيرة
A3: موزعة على كل الصدر وفوق قطع اللحمة
A4: موزع على صدر المنسف فوق اللحمة والرز
A5: لا يوجد زينة أو ديكور يدل على مناسبة معينة",3.35
521d30ca1e4ca90fdec191f4269f91bd,Jordanian,"Q1: الشخصيات الي موجودة بالصف الاول مبينين انهم ناس معروفين واصحاب مناصب مرموقة؟
Q2: في اي زينة او شعارات بتدل على موضوع الندوة او الاجتماع؟
Q3: الناس الي واقفين وبتصوروا بالكاميرات مبينين انهم صحفيين ولا من الناس العاديين؟
Q4: في اي شاشات عرض او بروشورات معروضة في القاعة؟
Q5: صفوف الحضور الثانية مختلطة بين الزلام والنسوان ولا في توزيع معين بينهم؟","A1: اه مبين في الصف الاول عدد من الشخصيات المعروفة في الاردن
A2: لا مش مبين اي شعارات بتدل على انو في اجتماع او ندوة
A3: مبين انو في صحفيين بيصوروا بالكاميرات مش بيتصوروا
A4: لا مش موجود بالصورة شاشات عرص ولا بروشورات
A5: مش ظاهر بصفوف الحضور الثانية نسوان موجودين","A1: إي، الشخصيات مبين عليهم ناس معروفين واصحاب مناصب مرموقة.
A2: في زينة أو شعارات تدل على موضوع الندوة.
A3: الناس الي واقفين وبتصوروا بالكاميرات مبينين إنهم صحفيين.
A4: في شاشات عرض وبروشورات معروضة في القاعة.
A5: صفوف الحضور الثانية مختلطة بين الزلام والنسوان.",2.74
46c8a781a85db0d366f66513651659b8,Jordanian,"Q1: الناس الي موجودين بالصورة شكلهم زي السياح؟ ولا مبينين اولاد البلد؟ وشو لابسين؟
Q2: الاعمدة الموجودة في معبد هرقل مبين عليهم آثار الزمن زي التآكل أو الكسر؟
Q3: في شجر او اي نباتات مزروعة حوالين المعبد او الممر؟ ولا المكان بس فيه احجار؟
Q4: مدينة عمان الي مبينة بالمنظر من ورا، شو مبين منها بالزبط مباني حديثة وعصرية ولا مباني قديمة؟
Q5: اللوحات الي مكتوب عليها المعلومات، هاي المعلومات واضحة للقراءة؟ وبنقدر نعرف المعلومات المكتوبة على هاي اللوحات غير معلومة ""فيلادلفيا""؟","A1: مبين انو الناس الي ظاهرين بالصورة شكلهم سياح ومعهم دليل سياحي اردني
A2: مبين انو فيها تآكل بس مش بشكل كبير
A3: مبين في زرع حوالين المعبد وفي عشب في الممر
A4: مبين بالصورة انها بيوت قديمة مش حديثة
A5: المعلومات المكتوبة على اللوحات واضحة للقراية ومكتوب على لوحة ""rabbath ammon"" واللوحة الثانية مكتوب عليها ""amman""","A1: مبينين أولاد البلد، لابسين ملابس عادية.
A2: إي، الأعمدة مبين عليهم آثار الزمن.
A3: في شجر حوالين المعبد.
A4: مبين منها مباني حديثة وعصرية.
A5: لا، المعلومات مو واضحة للقراءة.",2.55
c1a6f847f2d3e7e5408d470b37e90e50,Jordanian,"Q1: الشجرة الكبيرة الموجودة جنب المطعم بتغطي جزء من مدخل المطعم او اليافطة؟
Q2: الخط الي مكتوب فيه منيو الاسعار واضح وكبير؟
Q3: واجهة المطعم الي معلق عليها منيو الاسعار قزاز ولا خشب؟
Q4: في ناس واقفين او قاعدين حوالين المطعم؟
Q5: اليافطة السودا الي مكتوب عليها ""صاج"" عليها اي ديزاين او لوغو ولا سادة؟","A1: الشجرة الكبيرة مغطية على جزء من مدخل المطعم ومغطية كمان على جزء من اليافطة
A2: لا منيو الاسعار مش واضح بالمرة
A3: مش واضح المادة المصنوع منها المنيو قزاز ولا خشب
A4: لا ما في ناس قاعدين ولا ناس واقفين حوالين المطعم
A5: اه اليافطة السودا الي مكتوب عليها صاج عليها لوغو وديزاين","A1: بتغطي جزء من مدخل المطعم
A2: واضح وكبير
A3: قزاز
A4: لا
A5: عليها ديزاين",3.29
cd5b050a1ee115e7db93108ba6ac88b4,Jordanian,"Q1: الاكل الي موجود بالصحن مبين انو بطاطا مشوية بس ولا فيه اكلات ثانية؟
Q2: في حوالين الشباب الي قاعدين بحضروا الاكل اي معدات تخييم زي خيمة وكراسي؟
Q3: الارض الي قاعدين عليها فيها حجار او اي اشي ببين انو المنطقة جبلية او صحراية؟
Q4: في نار قريبة او كانون للشوي بتدل على انو الاكل معمول على الفحم؟
Q5: الشباب قاعدين بطريقة بتدل على انهم بستمتعوا بوجبتهم ولا لسا مشغولين بتحضير الاكل؟","A1: لا مش مبين في الصحن اكل غير البطاطا المشوية
A2: لا مش مبين بالصورة اشي زي خمية او كراسي
A3: ما في حجار بالارض الي قاعدين عليها ومبين انها منطقة صحراوية لانه في تراب
A4: مش مبين انو في كانون للشوي ولا نار قريبة بس مبين انو في تحت البطاطا فحم
A5: لا لسه مشغولين بعمل الاكل","A1: فيه اكلات ثانية غير البطاطا المشوية.
A2: ما في معدات تخييم حوالين الشباب.
A3: الارض فيها حجار وبتدل على انو المنطقة جبلية.
A4: ما في نار قريبة او كانون للشوي.
A5: الشباب قاعدين بطريقة بتدل على انهم بستمتعوا بوجبتهم.",4.03
93ff7dd1eea98ff29a0f73ff85ee9a00,Jordanian,"Q1: كيف شكل الاشخاص؟ يعني لابسين لبس يومي عادي ولا رسمي؟ وكلهم شباب ولا من اعمار مختلفة؟
Q2: كيف توزيع اللابتوبات على الطاولات؟ يعني كل واحد معو لابتوب اله ولا في اشخاص ما معهم؟
Q3: شو نوع اللوحات اللي معلقة على الحيطان؟ هي صور ولا رسمات ولا ايات قران ولوحات دينية؟
Q4: فيه اي تفاصيل موجودة على الطاولات زي اوراق، فناجين قهوة، كاسات عصير؟
Q5: شو نوع الاضاءة اللي بالمكان؟ هي خافتة وهادية ولا قوية؟","A1: مبين انهم أشخاص عاديين بسيطين وممكن يكونو معلمين اومعلمات، لابسين اواعي رسمية ومن اعمار مختلفة في الشباب في كبار بالعمر.
A2: اللابتوبات موزعة بطريقة عشوائية في ناس معها في ناس ما معها في ناس مشتركة ب لابتوب واحد في اشخاص منفردين بلابتوب الهم لحالهم.
A3: اللوحات المعلقة عبارة عن صور لوحات طبيعة او جغرافية
A4: موجود على الطاولات أوراق ودفاتر ومطرات مي وتلفونات
A5: اضاءة قوية مو هادية ولا خافتة","A1: الناس لابسين لبس يومي عادي، وفيه أعمار مختلفة.
A2: كل واحد معو لابتوب، ما فيه أشخاص بدون لابتوبات.
A3: اللوحات اللي معلقة هي صور.
A4: فيه تفاصيل على الطاولات زي أوراق وكاسات عصير.
A5: الإضاءة بالمكان قوية.",3.39
